,keyword,pos,weight
16730,靓丽,a,6.345999745887218e-05
16814,温热,a,6.309139096893275e-05
16843,不妙,a,6.293492826013502e-05
16856,羞愧,a,6.290238320053718e-05
16872,残暴,a,6.283380102815802e-05
16884,肮脏,a,6.279175506949514e-05
16896,长足,a,6.272069273974962e-05
16914,尊贵,a,6.26259947275861e-05
16919,沉静,a,6.258393461185318e-05
17028,广袤,a,6.232676493203637e-05
17087,厚实,a,6.208084189923861e-05
17099,最富,a,6.199218003925252e-05
17104,绝妙,a,6.199218003925252e-05
17108,真挚,a,6.198771981242034e-05
17142,威猛,a,6.178243887748517e-05
17241,急切,a,6.129530030645817e-05
17263,可耻,a,6.119442986602352e-05
17288,难熬,a,6.112320396689659e-05
17298,残缺,a,6.105274809251942e-05
17315,凶悍,a,6.1005607958080244e-05
17321,纯朴,a,6.099009344815893e-05
17344,无痛,a,6.084946170664294e-05
17373,较劲,a,6.0679438369694073e-05
17465,腼腆,a,6.026182665643626e-05
17486,富余,a,6.019707948747748e-05
17488,平滑,a,6.019042191374785e-05
17540,无异,a,5.986858325183983e-05
17599,英足,a,5.973136332114707e-05
17640,颓废,a,5.964830802118754e-05
17643,粗心,a,5.9610050529264956e-05
17669,嘶哑,a,5.9501122316131295e-05
17672,镇远,a,5.949420040054128e-05
17692,粗犷,a,5.939158856293709e-05
17693,纤细,a,5.939158856293709e-05
17726,聪慧,a,5.92242280473711e-05
17750,难懂,a,5.9117517008014515e-05
17767,秀美,a,5.9068571343855274e-05
17795,最贵,a,5.895027757904977e-05
17841,阴柔,a,5.871452880736329e-05
17917,基兴,a,5.840268205571647e-05
17954,失常,a,5.825309910122172e-05
17964,寂静,a,5.823246900926537e-05
17969,紧凑,a,5.820337985141436e-05
17973,茂密,a,5.8166192894168085e-05
17985,难忍,a,5.8075626292836117e-05
18000,很棒,a,5.8018338332198994e-05
18011,平凉,a,5.796755802497831e-05
18048,绚烂,a,5.7820844384525705e-05
18057,简朴,a,5.774824800275282e-05
18083,光鲜,a,5.761659168401991e-05
18104,松软,a,5.751775157226025e-05
18185,渺小,a,5.7231837749865255e-05
18187,不均,a,5.722843785931786e-05
18207,高傲,a,5.713946742495499e-05
18231,丰体,a,5.7134347524575454e-05
18270,一聊,a,5.7134347524575454e-05
18297,明媚,a,5.704852925586176e-05
18303,不等,a,5.704245312490619e-05
18313,友爱,a,5.701258826977599e-05
18318,荒芜,a,5.700528477548682e-05
18336,诧异,a,5.689959252363809e-05
18348,慵懒,a,5.685493838655166e-05
18433,亲疏,a,5.6504223249619664e-05
18459,年迈,a,5.644862346577465e-05
18461,轻浮,a,5.64174954744789e-05
18463,鲜见,a,5.64174954744789e-05
18466,慌乱,a,5.6403580988284204e-05
18471,缜密,a,5.636772019123141e-05
18486,低劣,a,5.634209417281754e-05
18546,干劲,a,5.612626379459302e-05
18590,凉爽,a,5.593342858673756e-05
18634,粗细,a,5.5838286679472055e-05
18643,庸俗,a,5.5772110711361554e-05
18647,诡异,a,5.5744513768100986e-05
18650,珍爱,a,5.5738036562479146e-05
18664,亲热,a,5.5665314840927245e-05
18699,珍稀,a,5.556025819959546e-05
18700,耐用,a,5.553438082838921e-05
18712,好恶,a,5.545946674603776e-05
18735,光亮,a,5.531981603064429e-05
18736,强盛,a,5.531387814552738e-05
18741,很烦,a,5.5297999853082736e-05
18785,重振,a,5.5074986879421175e-05
18794,荒凉,a,5.503496506363627e-05
18810,激昂,a,5.5010883570206926e-05
18824,明快,a,5.494527905104e-05
18856,粗鲁,a,5.476125464561395e-05
18885,伤痛,a,5.470047281241752e-05
18960,冲高,a,5.453733172800385e-05
19009,迷惘,a,5.4469292819714504e-05
19044,清高,a,5.4357933707783e-05
19069,昏暗,a,5.435323375679815e-05
19102,惊异,a,5.420394330372903e-05
19106,缠绵,a,5.418004741893753e-05
19136,清闲,a,5.4034587217383034e-05
19154,残余,a,5.397287759865322e-05
19184,贫乏,a,5.383628425361879e-05
19222,险恶,a,5.3720421107790525e-05
19248,镇痛,a,5.3623373145413336e-05
19250,懈怠,a,5.3623373145413336e-05
19262,惶恐,a,5.356929206052827e-05
19295,连通,a,5.3403753955015896e-05
19342,精练,a,5.32574178760603e-05
19391,惨重,a,5.303381765858234e-05
19422,崎岖,a,5.289864251250904e-05
19432,悲凉,a,5.2851973001906686e-05
19447,闷热,a,5.27922035808624e-05
19467,轻柔,a,5.267452937492057e-05
19512,太慢,a,5.2577666765654254e-05
19521,生硬,a,5.25592568518864e-05
19531,贫寒,a,5.249838184293299e-05
19543,最怕,a,5.2465076691767655e-05
19548,晶莹,a,5.2447871045828064e-05
19558,凄惨,a,5.239064261172979e-05
19594,欢快,a,5.226210161435205e-05
19601,安稳,a,5.222233607616628e-05
19615,齐名,a,5.2143604767731464e-05
19623,零碎,a,5.2118442292285206e-05
19636,心烦,a,5.2104631903991746e-05
19654,肥沃,a,5.202151292808309e-05
19744,成足,a,5.1940315931432234e-05
19798,私密,a,5.1773892460834916e-05
19887,苍凉,a,5.156093571674359e-05
19939,柔情,a,5.136579182221729e-05
20013,陡峭,a,5.119069898724624e-05
20036,卓著,a,5.1055369006354395e-05
20040,落寞,a,5.1050576904162273e-05
20059,迟滞,a,5.095616538898536e-05
20071,矫情,a,5.086313286964856e-05
20093,正名,a,5.0790637711071104e-05
20121,不洁,a,5.0709803782988225e-05
20125,茂盛,a,5.0683312613426406e-05
20146,锋利,a,5.057473279419135e-05
20157,沉痛,a,5.053774697296769e-05
20177,爽朗,a,5.04831643954375e-05
20181,较易,a,5.047456009502808e-05
20183,衰弱,a,5.044292920455911e-05
20202,简练,a,5.037561789589403e-05
20220,有功,a,5.0250405370928626e-05
20221,恭敬,a,5.025014060583876e-05
20258,匀称,a,5.011571563736961e-05
20280,各大,a,5.005954982400993e-05
20296,伤残,a,5.00337046005938e-05
20347,冲淡,a,4.9963721215318406e-05
20369,亲昵,a,4.98265110880676e-05
20371,简明,a,4.9819410117609854e-05
20381,恭喜,a,4.975923681377003e-05
20409,健忘,a,4.971182023999239e-05
20428,最出色,a,4.9616646941633464e-05
20433,灵巧,a,4.958426859677608e-05
20452,高难,a,4.952549165588991e-05
20455,发霉,a,4.952325268801903e-05
20478,厚厚,a,4.943157218747713e-05
20597,超薄,a,4.925075362497668e-05
20637,低俗,a,4.910022268735645e-05
20655,厚爱,a,4.8996824445975475e-05
20722,个人爱好,a,4.8792149342434974e-05
20751,刚满,a,4.873009613579126e-05
20779,冲劲,a,4.862901815209228e-05
20787,博大,a,4.8596895292030386e-05
20805,长满,a,4.854066283366762e-05
20831,胆怯,a,4.839318178887578e-05
20840,俱佳,a,4.83790019110324e-05
20845,蒙蔽,a,4.837145342440191e-05
20908,忧愁,a,4.828111552567728e-05
20928,低效,a,4.82130936844257e-05
20929,轻巧,a,4.8209461325149006e-05
20933,慌张,a,4.817356902613381e-05
20986,特异,a,4.8014534550323024e-05
20988,良久,a,4.799804465620208e-05
21000,一晃,a,4.7930611931928405e-05
21042,残害,a,4.782663371290546e-05
21082,珍奇,a,4.764323986649929e-05
21087,泼辣,a,4.7622285411554083e-05
21165,不出意外,a,4.737006778853994e-05
21193,善恶,a,4.731565871789646e-05
21237,清静,a,4.714213994190218e-05
21254,健壮,a,4.709595347232e-05
21312,瘦弱,a,4.686112304128738e-05
21318,混杂,a,4.685623599723978e-05
21320,正要,a,4.683508172499077e-05
21326,忙活,a,4.680710687093156e-05
21345,豪迈,a,4.675366842476361e-05
21349,异同,a,4.675366842476361e-05
21423,最缺,a,4.6746284338289014e-05
21459,妩媚,a,4.663562372601569e-05
21465,幽静,a,4.659669906242974e-05
21466,惆怅,a,4.659669906242974e-05
21542,稀奇,a,4.634556846422251e-05
21544,惊恐,a,4.633513610261486e-05
21553,典当,a,4.626834675377574e-05
21562,深浅,a,4.624662626508846e-05
21575,烦燥,a,4.622414148230682e-05
21600,廉洁,a,4.619857602178103e-05
21613,别名,a,4.615337372724308e-05
21618,孤寂,a,4.612980922010892e-05
21653,荒诞,a,4.599517467581638e-05
21655,不愧,a,4.5980903337596244e-05
21678,惭愧,a,4.591267970270488e-05
21703,私募,a,4.5853698737980016e-05
21713,隐痛,a,4.5764769538877903e-05
21741,稀薄,a,4.5702938540878875e-05
21767,自大,a,4.566014132817729e-05
21778,悠远,a,4.561747622636164e-05
21900,丰沛,a,4.525845616494444e-05
21937,富庶,a,4.517220487236794e-05
21993,舒坦,a,4.4970229662112e-05
22022,高热,a,4.4835238081107977e-05
22028,直爽,a,4.4825337085303035e-05
22081,很惨,a,4.4706295759254674e-05
22118,柔美,a,4.459042924998332e-05
22135,特效,a,4.4513651583228534e-05
22148,友达,a,4.4497281566260166e-05
22164,胆大,a,4.445204745901121e-05
22200,笨拙,a,4.433054374838675e-05
22226,清秀,a,4.423774063318454e-05
22232,肃穆,a,4.422266206547257e-05
22235,粗大,a,4.4212783402237235e-05
22298,焦易,a,4.41492685417174e-05
22317,冲超,a,4.41492685417174e-05
22358,遥感,a,4.4146705304319465e-05
22359,艳丽,a,4.412748876711365e-05
22371,空当,a,4.4089134599049236e-05
22400,连累,a,4.4034094513449244e-05
22406,惊慌,a,4.3982177515866434e-05
22447,私利,a,4.3841560148735544e-05
22496,笨重,a,4.375723295878517e-05
22513,狂喜,a,4.36578316908759e-05
22516,费劲,a,4.36578316908759e-05
22551,闲适,a,4.35754342557716e-05
22602,烦琐,a,4.3476531061934007e-05
22623,险峻,a,4.3370768746550005e-05
22634,肥美,a,4.333660241504356e-05
22663,翔实,a,4.325588867737311e-05
22679,较多,a,4.3221157795880364e-05
22702,稚嫩,a,4.31449103840291e-05
22705,低矮,a,4.31077371174606e-05
22708,炽热,a,4.3093908107978004e-05
22791,卑鄙,a,4.293748226577145e-05
22793,阴沉,a,4.290684786478789e-05
22932,致远,a,4.253411883767e-05
22958,心急,a,4.24634711574878e-05
22968,贪吃,a,4.2450421419334205e-05
23001,诚心,a,4.2315519032550985e-05
23091,晴朗,a,4.2097201135390475e-05
23093,硕大,a,4.2097201135390475e-05
23128,浑浊,a,4.205476386722615e-05
23139,自重,a,4.2012717731532644e-05
23146,强忍,a,4.197105558412268e-05
23278,娇嫩,a,4.163643434609867e-05
23290,孱弱,a,4.161529052971246e-05
23366,不和,a,4.155225274514579e-05
23484,机敏,a,4.141068296656877e-05
23556,稳稳,a,4.1188292584990117e-05
23603,最全,a,4.1055728603725475e-05
23624,浩瀚,a,4.098766486482764e-05
23674,坚毅,a,4.083477702443763e-05
23684,浅显,a,4.08033660163827e-05
23688,轻薄,a,4.079628657734902e-05
23717,憨厚,a,4.076040564710616e-05
23723,萧条,a,4.0743400206748633e-05
23737,独大,a,4.068304073972616e-05
23740,热诚,a,4.068304073972616e-05
23805,不急,a,4.0525824814215804e-05
23809,贫瘠,a,4.0518868749938904e-05
23810,清净,a,4.0518868749938904e-05
23862,浩大,a,4.034329994966623e-05
23902,鲜嫩,a,4.0274256194349624e-05
23924,干瘪,a,4.023566618332921e-05
23965,恶名,a,4.013138632498499e-05
23968,清远,a,4.013138632498499e-05
23969,痛感,a,4.013138632498499e-05
24043,平整,a,3.9958389589678734e-05
24067,嚣张,a,3.983938069009407e-05
24118,昏庸,a,3.972310540184142e-05
24140,灵通,a,3.964802325420336e-05
24142,清纯,a,3.964802325420336e-05
24163,混浊,a,3.955833626297474e-05
24220,轻伤,a,3.944598794472018e-05
24269,精深,a,3.930021519597695e-05
24344,烦人,a,3.9163953927978605e-05
24388,灵动,a,3.9058266097716166e-05
24424,鲜亮,a,3.898083261804487e-05
24472,常吃,a,3.8955236948574174e-05
24627,值勤,a,3.890005410804622e-05
24659,平实,a,3.8774854792407394e-05
24661,奇缺,a,3.8774854792407394e-05
24686,孤傲,a,3.8678892221466e-05
24688,安彩,a,3.8678892221466e-05
24702,较重,a,3.866604428118396e-05
24729,顽皮,a,3.857891800139945e-05
24742,勤俭,a,3.853651234880588e-05
24893,凄美,a,3.813631570224739e-05
24901,恍惚,a,3.813250913348356e-05
25012,幽深,a,3.7862751689383486e-05
25052,刻薄,a,3.774257118008911e-05
25055,坚挺,a,3.7737260719040874e-05
25161,粗浅,a,3.7417509196395346e-05
25191,清脆,a,3.737498959079316e-05
25208,畅快,a,3.734829002531895e-05
25278,不严,a,3.722128001119421e-05
25327,巨富,a,3.71276922939362e-05
25347,不动,a,3.706060264277293e-05
25348,稀疏,a,3.7042923794792875e-05
25349,暖和,a,3.704061413846806e-05
25352,充盈,a,3.703911911740586e-05
25368,豪爽,a,3.698337011199645e-05
25372,胆敢,a,3.698337011199645e-05
25376,粗俗,a,3.696297155138162e-05
25403,污浊,a,3.688836242562082e-05
25429,不懂,a,3.68270420224662e-05
25457,暗淡,a,3.676776076424786e-05
25462,恰似,a,3.675986568457516e-05
25553,冷眼,a,3.653637944291788e-05
25558,不畅,a,3.6528877872452005e-05
25571,粗壮,a,3.649326507794132e-05
25587,勤快,a,3.64698366316213e-05
25670,最要,a,3.635822115200256e-05
25677,诱多,a,3.635822115200256e-05
25799,雄壮,a,3.6308969954699606e-05
25916,臃肿,a,3.61540010120195e-05
25923,最弱,a,3.609395048386463e-05
25937,恢弘,a,3.6063912947662655e-05
25952,更惨,a,3.6058940270603226e-05
25968,娇小,a,3.595818570055945e-05
26000,不悦,a,3.590473340636256e-05
26046,恬静,a,3.576503660740374e-05
26163,惊动,a,3.552406645512289e-05
26204,拙劣,a,3.540823239926565e-05
26249,火亮,a,3.534160443339095e-05
26262,郁郁,a,3.5324474387712566e-05
26324,难吃,a,3.522376327159535e-05
26337,锐利,a,3.517439049834781e-05
26349,强暴,a,3.516278061613144e-05
26352,不轻,a,3.51455323382699e-05
26355,较佳,a,3.510675005970754e-05
26371,奇痒,a,3.507891487162064e-05
26386,雅致,a,3.5060214125846604e-05
26395,丰硕,a,3.5008275656158416e-05
26404,青涩,a,3.4983591734833774e-05
26425,挺大,a,3.4940232135800824e-05
26448,平缓,a,3.489423385605583e-05
26483,恢宏,a,3.4807211525565185e-05
26661,利淡,a,3.447552753748368e-05
26697,很酷,a,3.4429944632153964e-05
26760,健胃,a,3.4323577154158426e-05
26851,慈悲,a,3.414836843864721e-05
26878,深爱,a,3.4106259812316065e-05
26922,乐乐,a,3.40403127064646e-05
26959,诡秘,a,3.397077692599024e-05
27078,不整,a,3.3761205355430954e-05
27080,郑洁,a,3.3761205355430954e-05
27088,穷富,a,3.3761205355430954e-05
27283,淫秽,a,3.3579272242007913e-05
27311,宽慰,a,3.34750501687474e-05
27367,高达,a,3.338118047492316e-05
27373,愤青,a,3.3372961174695125e-05
27380,迷狂,a,3.3372961174695125e-05
27441,俭朴,a,3.327568004762266e-05
27533,细密,a,3.316594750657739e-05
27551,猖狂,a,3.3128546373255015e-05
27553,不祥,a,3.312513567295082e-05
27585,迷幻,a,3.3051473608614396e-05
27628,壮烈,a,3.29989988587159e-05
27630,别急,a,3.29989988587159e-05
27695,悲愤,a,3.285586116535612e-05
27696,惊诧,a,3.285586116535612e-05
27747,硬朗,a,3.275354707554693e-05
27788,沉沉,a,3.267543616406681e-05
27873,正巧,a,3.2548555081430135e-05
27902,黏稠,a,3.248673075719418e-05
27938,便当,a,3.248402718170406e-05
27947,焦灼,a,3.2451113864067526e-05
28000,不熟,a,3.230922521308e-05
28001,不灵,a,3.230922521308e-05
28015,最热,a,3.226187607178678e-05
28035,深重,a,3.224039545337218e-05
28040,旖旎,a,3.2239036769418965e-05
28203,纷繁,a,3.200921760223328e-05
28248,狡黠,a,3.19005891282525e-05
28319,谦逊,a,3.176351326586682e-05
28364,贤惠,a,3.164236501978701e-05
28371,雄辩,a,3.164236501978701e-05
28412,呆滞,a,3.159487579347381e-05
28563,激愤,a,3.140592127292744e-05
28573,胆寒,a,3.1377735959712126e-05
28583,怯懦,a,3.136034636987481e-05
28592,威名,a,3.131540010623967e-05
28629,诙谐,a,3.1227325759574004e-05
28652,连结,a,3.116463477853031e-05
28666,普涨,a,3.116418955885934e-05
28671,不躁,a,3.116418955885934e-05
28700,较贵,a,3.116418955885934e-05
28722,最脏,a,3.116418955885934e-05
28896,乖巧,a,3.114156943004225e-05
28907,欢欣,a,3.113430082243692e-05
28971,倦意,a,3.094128126421408e-05
28992,很长,a,3.091026539630841e-05
29010,短促,a,3.0876818906069183e-05
29011,悦耳,a,3.08580382942803e-05
29042,平显,a,3.0816094321537876e-05
29137,疯涨,a,3.063322140381264e-05
29274,很窄,a,3.044009421878486e-05
29414,稀罕,a,3.0227795721433735e-05
29416,较轻,a,3.0208750253043976e-05
29514,温婉,a,3.0166249988823162e-05
29529,巨著,a,3.013091332821813e-05
29536,穷困,a,3.008878307063825e-05
29538,舒心,a,3.008878307063825e-05
29546,轻狂,a,3.005548760479233e-05
29550,不吝,a,3.005548760479233e-05
29632,古旧,a,2.992725932929432e-05
29652,冲凉,a,2.990443452056157e-05
29665,连进,a,2.990443452056157e-05
29687,厚望,a,2.9875269762084396e-05
29702,妖娆,a,2.984620085226353e-05
29773,神功,a,2.974710020027064e-05
29784,劳苦,a,2.972442981024146e-05
29819,凑巧,a,2.962787199812481e-05
29829,燥热,a,2.95807188734098e-05
29903,较快,a,2.9430319627412768e-05
29957,悲喜,a,2.9357264403681645e-05
29994,奢靡,a,2.9297888969865122e-05
30015,常熟,a,2.926407132933299e-05
30026,频出,a,2.9227706765823695e-05
30037,较广,a,2.9208827989245037e-05
30083,很严,a,2.914550404226907e-05
30179,民爆,a,2.8983779012489156e-05
30186,跋扈,a,2.89492220297697e-05
30235,清贫,a,2.8910422192262852e-05
30244,忧心,a,2.887412400137641e-05
30364,清亮,a,2.86941119622286e-05
30366,羞怯,a,2.86941119622286e-05
30419,高湛,a,2.869162052679497e-05
30442,很熟,a,2.8634683461369098e-05
30454,齐整,a,2.8624988177180968e-05
30472,惹恼,a,2.8569759250606796e-05
30475,最累,a,2.8567173762287727e-05
30551,自本,a,2.8567173762287727e-05
30552,透皮,a,2.8567173762287727e-05
30581,锐捷,a,2.8567173762287727e-05
30608,最老,a,2.8567173762287727e-05
30647,详单,a,2.8567173762287727e-05
30648,很巧,a,2.8567173762287727e-05
30690,重善,a,2.8567173762287727e-05
30713,敏华,a,2.8567173762287727e-05
30739,偏软,a,2.8567173762287727e-05
30771,自满,a,2.8561182705428382e-05
30791,凶残,a,2.8557400604144314e-05
30793,怕死,a,2.8557400604144314e-05
30795,偏要,a,2.8541706849770522e-05
30822,成套,a,2.845875469333437e-05
30866,忙乱,a,2.8426571158925906e-05
30969,酷热,a,2.820874773723945e-05
30970,些小,a,2.820874773723945e-05
30976,悠扬,a,2.818067441445442e-05
31021,忠孝,a,2.809798535303918e-05
31029,轻便,a,2.8080490774625263e-05
31030,惊愕,a,2.806480075692698e-05
31031,艰险,a,2.806480075692698e-05
31061,偏高,a,2.8014986715663708e-05
31150,蹊跷,a,2.7903439442094543e-05
31153,较远,a,2.7898869665861517e-05
31166,粗鄙,a,2.7845769220452148e-05
31194,浓密,a,2.784551188286329e-05
31329,忠厚,a,2.7693857295551356e-05
31375,相熟,a,2.760125625236707e-05
31390,毒辣,a,2.755033924824326e-05
31455,邋遢,a,2.7458861723326742e-05
31473,窈窕,a,2.7458861723326742e-05
31507,高洁,a,2.7370485735816983e-05
31541,空泛,a,2.727918495873912e-05
31576,庞杂,a,2.725852363006436e-05
31753,高挑,a,2.712202715981744e-05
31774,最旺,a,2.7087914493737176e-05
31788,勤恳,a,2.7087914493737176e-05
31834,潦草,a,2.704420520295242e-05
31845,不稳,a,2.6993544007000675e-05
31856,头功,a,2.696863927541959e-05
31881,兴趣不大,a,2.691082570337484e-05
31924,严明,a,2.6846338280952824e-05
31988,精进,a,2.6745959983650755e-05
31996,冷峻,a,2.674363318837626e-05
32000,恶臭,a,2.671021174755299e-05
32003,紧靠,a,2.671021174755299e-05
32090,烦闷,a,2.661225699888188e-05
32143,不单,a,2.6548791883304285e-05
32152,极低,a,2.651758627527686e-05
32195,精粹,a,2.644686949495261e-05
32212,郁结,a,2.6432015502802242e-05
32227,丰腴,a,2.637208546209858e-05
32240,蓬松,a,2.6366530014554866e-05
32248,私通,a,2.631350227835815e-05
32265,恼人,a,2.631028345606852e-05
32330,发狂,a,2.6256206742118814e-05
32381,绝大,a,2.6181084146642683e-05
32398,狰狞,a,2.6167769099136247e-05
32418,不敬,a,2.6091509330387024e-05
32432,不弱,a,2.605851342716951e-05
32460,炽烈,a,2.603884406514411e-05
32478,忐忑,a,2.598722174536325e-05
32502,亮亮,a,2.5970157965716117e-05
32668,着要,a,2.5970157965716117e-05
32672,正由,a,2.5970157965716117e-05
32706,很痛,a,2.5970157965716117e-05
32731,恶躁,a,2.5970157965716117e-05
32748,最薄,a,2.5970157965716117e-05
32803,热盛,a,2.5970157965716117e-05
32854,很足,a,2.5970157965716117e-05
32885,真名,a,2.5941924200704235e-05
32888,较真,a,2.5941924200704235e-05
32897,困窘,a,2.5941924200704235e-05
32908,不好受,a,2.5936601864343856e-05
32924,宽厚,a,2.5881211348743097e-05
32943,贤淑,a,2.583075973250326e-05
32973,贪多,a,2.5822458474115475e-05
33018,零乱,a,2.57903854891185e-05
33022,尖刻,a,2.57903854891185e-05
33064,软硬,a,2.569727409263543e-05
33126,刚烈,a,2.5622836899587272e-05
33143,美艳,a,2.5622836899587272e-05
33148,怕冷,a,2.5607374081786625e-05
33265,干爽,a,2.5424210468164922e-05
33284,极短,a,2.5354901891494113e-05
33314,柔嫩,a,2.5341381953397923e-05
33340,恳切,a,2.527590063477905e-05
33373,连绵,a,2.524114467350716e-05
33384,尖利,a,2.5199223284607834e-05
33385,耐热,a,2.5199223284607834e-05
33440,落魄,a,2.5124737018341954e-05
33458,稳当,a,2.5089611924498902e-05
33493,重听,a,2.5029720881021344e-05
33562,烦心,a,2.501125719569845e-05
33606,傲气,a,2.4935390343344986e-05
33632,谦卑,a,2.486185822983265e-05
33647,犹疑,a,2.484640977994126e-05
33719,严苛,a,2.4721252669134624e-05
33827,虚妄,a,2.4524736087490827e-05
33829,隐晦,a,2.4524736087490827e-05
33903,混混,a,2.4464387003068035e-05
33971,好景不长,a,2.434315977449513e-05
34012,自傲,a,2.431450907604614e-05
34025,幽暗,a,2.4311321249963342e-05
34044,成活,a,2.428557614155239e-05
34060,殷切,a,2.422934754423539e-05
34095,飘渺,a,2.417430763841625e-05
34102,平乐,a,2.417430763841625e-05
34107,清冽,a,2.417430763841625e-05
34215,富饶,a,2.412967670900975e-05
34230,歉疚,a,2.4120710421828305e-05
34234,有劲,a,2.4120710421828305e-05
34329,奇奇,a,2.4030989627918928e-05
34363,沉郁,a,2.4016798175319247e-05
34389,潮热,a,2.396648884067438e-05
34407,逗乐,a,2.3918439505516837e-05
34465,最慢,a,2.3800985587856983e-05
34478,妖艳,a,2.3800985587856983e-05
34491,老辣,a,2.3800985587856983e-05
34499,耐寒,a,2.380044892645252e-05
34519,恭顺,a,2.3729700711216002e-05
34521,卑贱,a,2.3729700711216002e-05
34535,拖沓,a,2.368955766106319e-05
34571,混同,a,2.368503389426997e-05
34656,苦痛,a,2.359812958516672e-05
34726,泼洒,a,2.3482508847730238e-05
34788,丰盈,a,2.338594324774709e-05
34816,不腻,a,2.3373142169144507e-05
34830,普高,a,2.3373142169144507e-05
34916,崎一,a,2.3373142169144507e-05
34950,较冷,a,2.3373142169144507e-05
35031,蛮大,a,2.3373142169144507e-05
35145,繁本,a,2.3373142169144507e-05
35161,有本,a,2.3373142169144507e-05
35169,娴第,a,2.3373142169144507e-05
35238,谦恭,a,2.335490913661829e-05
35244,阴郁,a,2.335490913661829e-05
35271,有喜,a,2.3293488090533884e-05
35275,明火,a,2.3293488090533884e-05
35292,缥缈,a,2.327904228424092e-05
35300,最冷,a,2.3241993400536273e-05
35331,纯熟,a,2.3204807683710125e-05
35333,缠足,a,2.3204807683710125e-05
35334,精诚,a,2.3204807683710125e-05
35452,心软,a,2.306490461005446e-05
35482,舒张,a,2.3031008933480126e-05
35514,太软,a,2.2958616040202716e-05
35525,不雅,a,2.2958616040202716e-05
35540,成亮,a,2.2953296421435976e-05
35630,清丽,a,2.293211460860549e-05
35645,穷尽,a,2.2882384769438952e-05
35667,保洁,a,2.288178942134843e-05
35752,刚强,a,2.2775875631612823e-05
35754,虚名,a,2.2775875631612823e-05
35756,被套,a,2.2773088991849494e-05
35833,恰切,a,2.2675795761535654e-05
35854,较硬,a,2.2668536675768167e-05
35862,隽永,a,2.2668536675768167e-05
35911,整肃,a,2.2572999485131337e-05
36000,遥遥,a,2.2473866062849657e-05
36004,聪颖,a,2.2473866062849657e-05
36009,善本,a,2.2473866062849657e-05
36052,显贵,a,2.241184145452875e-05
36069,迷乱,a,2.2353147879627337e-05
36076,忠勇,a,2.2353147879627337e-05
36134,极乐,a,2.229521462499166e-05
36143,浮沉,a,2.229521462499166e-05
36192,平康,a,2.2248640783130083e-05
36197,特急,a,2.2248640783130083e-05
36199,鲁钝,a,2.2248640783130083e-05
36228,俏皮,a,2.2238786301740654e-05
36288,扎眼,a,2.2162839131239506e-05
36332,瘦削,a,2.2050914880442628e-05
36342,欢愉,a,2.2026679585668537e-05
36343,最轻,a,2.2026679585668537e-05
36407,耐磨,a,2.200666166889805e-05
36408,怕人,a,2.200666166889805e-05
36494,清廉,a,2.188017228509901e-05
36512,不愁,a,2.1837415370283438e-05
36539,火旺,a,2.17877171278858e-05
36584,强韧,a,2.1756876874574623e-05
36727,默哀,a,2.1638347768597592e-05
36771,合著,a,2.1585645341480003e-05
36776,透亮,a,2.157245519201455e-05
36827,发慌,a,2.1491987907598752e-05
36841,娇艳,a,2.1452845077424292e-05
36986,频密,a,2.136087966926127e-05
37030,正旺,a,2.1320601894956872e-05
37057,酸软,a,2.130296715042412e-05
37067,虚寒,a,2.1267059418835e-05
37110,无垠,a,2.1225210709667102e-05
37136,嘹亮,a,2.116276571294629e-05
37270,最惨,a,2.1134257962957213e-05
37359,硬功,a,2.1044024012837827e-05
37389,很甜,a,2.1044024012837827e-05
37416,最广,a,2.100367300106381e-05
37442,浓艳,a,2.0964139281480495e-05
37465,仗义,a,2.0937280848618294e-05
37468,一惊,a,2.092573242184525e-05
37512,酸涩,a,2.088432691533911e-05
37564,艰涩,a,2.080764526485623e-05
37569,酸疼,a,2.080764526485623e-05
37619,惊爆,a,2.0776126372572894e-05
37700,不美,a,2.0776126372572894e-05
37708,不活,a,2.0776126372572894e-05
37734,最苦,a,2.0776126372572894e-05
37814,正劲,a,2.0776126372572894e-05
37830,近观,a,2.0776126372572894e-05
37910,紧实,a,2.0776126372572894e-05
37927,很猛,a,2.0776126372572894e-05
37995,长胖,a,2.0776126372572894e-05
38016,无大,a,2.0776126372572894e-05
38077,高爆,a,2.0776126372572894e-05
38185,恬淡,a,2.073385796187103e-05
38213,明暗,a,2.0705341483284384e-05
38222,真够,a,2.0678015735549786e-05
38226,较窄,a,2.0678015735549786e-05
38237,雄姿,a,2.0662754436182444e-05
38269,细嫩,a,2.0624374286697438e-05
38300,愤懑,a,2.05720255295202e-05
38306,痒痒,a,2.0546316728886915e-05
38416,狂躁,a,2.046375588738964e-05
38438,豪强,a,2.0451061299695366e-05
38472,暴烈,a,2.040168300819135e-05
38485,骄横,a,2.039814328867451e-05
38493,光洁,a,2.037440132229886e-05
38496,困倦,a,2.0350916030839808e-05
38499,玲珑,a,2.0350916030839808e-05
38501,太弱,a,2.034152036986308e-05
38607,苍老,a,2.0237153479145587e-05
38642,谦和,a,2.0171401688386364e-05
38672,刚够,a,2.0156262899142805e-05
38692,完小,a,2.0156262899142805e-05
38714,清甜,a,2.0156262899142805e-05
38720,很傻,a,2.0156262899142805e-05
38732,繁盛,a,2.015062606986206e-05
38753,很累,a,2.0117833091664604e-05
38766,肥厚,a,2.010806392417479e-05
